IdMachine;Machine;Nom Appli;Nom long Appli;Type Machine;OS;Distribution;Environnement;Envt Déduit;Niveau de Service;Cpu;Ram (Go);Disque (Go);Cpu Pond.;Ram Pond. (Go);Disque Pond. (Go);Cpu+Ram/4;Heures Cpu;Code Domaine MDC;Libellé Domaine MDC;Statut
15822;SLZ11424;CX;Connect eXpress (CX) (CX);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;3.00;3.00;355.00;3.00;3.00;355.00;3.75;;STI_OUTILS_PROD;STI-Outils PROD;Actif
15821;SLZ11426;CX;Connect eXpress (CX) (CX);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;3.00;3.00;1366.20;3.00;3.00;1366.20;3.75;;STI_OUTILS_PROD;STI-Outils PROD;Actif
15824;SLZ11427;SYRCA;SYstème de Régularisation des Carrières (SYRCA);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;6.00;31.00;865.00;6.00;31.00;865.00;13.75;;RETRAITE_CARRIERE;Retraite Carrière;Actif
15829;SLZ11430;VITAM;Système d’Archivage Electronique VITAM (VITAM);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;6.00;12.00;135.00;6.00;12.00;135.00;9.00;;STI_DEMAT;STI-Démat;Actif
15828;SLZ11431;VITAM;Système d’Archivage Electronique VITAM (VITAM);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;6.00;12.00;135.00;6.00;12.00;135.00;9.00;;STI_DEMAT;STI-Démat;Actif
15827;SLZ11432;VITAM;Système d’Archivage Electronique VITAM (VITAM);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;6.00;12.00;135.00;6.00;12.00;135.00;9.00;;STI_DEMAT;STI-Démat;Actif
15831;SLZ11435;INTEROPS;INTEROPS (INTEROPS);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;2.00;2.00;35.00;2.00;2.00;35.00;2.50;;STI_OUTILS_PROD;STI-Outils PROD;Actif
15830;SLZ11436;INTEROPS;INTEROPS (INTEROPS);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;2.00;2.00;35.00;2.00;2.00;35.00;2.50;;STI_OUTILS_PROD;STI-Outils PROD;Actif
15839;SLZ11449;CAPTUREFME;CAPTURE-FME (CAPTUREFME);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;1.00;2.00;95.00;1.00;2.00;95.00;1.50;;STI_DEMAT;STI-Démat;Actif
15860;SLZ11462;TDO;Transfert Dossier inter-Organismes (TDAS sous RFO) (TDO);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;2.00;2.00;35.00;2.00;2.00;35.00;2.50;;OUTIL_RELATION_CLIENT;Outil relation client;Actif
15861;SLZ11463;TDO;Transfert Dossier inter-Organismes (TDAS sous RFO) (TDO);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;2.00;2.00;35.00;2.00;2.00;35.00;2.50;;OUTIL_RELATION_CLIENT;Outil relation client;Actif
15868;SLZ11471;TDO;Transfert Dossier inter-Organismes (TDAS sous RFO) (TDO);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;2.00;2.00;35.00;2.00;2.00;35.00;2.50;;OUTIL_RELATION_CLIENT;Outil relation client;Actif
15867;SLZ11472;TDO;Transfert Dossier inter-Organismes (TDAS sous RFO) (TDO);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;2.00;2.00;35.00;2.00;2.00;35.00;2.50;;OUTIL_RELATION_CLIENT;Outil relation client;Actif
15891;SLZ11491;OR;Outil Retraite (OR);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;0.667;1.667;11.667;0.667;1.667;11.667;1.083;;RETRAITE;Retraite SI historique;Actif
15891;SLZ11491;OR-TECH;OR Technique (OR-TECH);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;0.667;1.667;11.667;0.667;1.667;11.667;1.083;;STI_OUTILS_PROD;STI-Outils PROD;Actif
15891;SLZ11491;WDT;WSDroit (WDT);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;0.667;1.667;11.667;0.667;1.667;11.667;1.083;;RETRAITE_DROITS;Retraite Droits;Actif
15890;SLZ11492;OR;Outil Retraite (OR);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;0.667;1.667;11.667;0.667;1.667;11.667;1.083;;RETRAITE;Retraite SI historique;Actif
15890;SLZ11492;OR-TECH;OR Technique (OR-TECH);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;0.667;1.667;11.667;0.667;1.667;11.667;1.083;;STI_OUTILS_PROD;STI-Outils PROD;Actif
15890;SLZ11492;WDT;WSDroit (WDT);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;0.667;1.667;11.667;0.667;1.667;11.667;1.083;;RETRAITE_DROITS;Retraite Droits;Actif
15909;SLZ11508;DRM;Dispositif Ressources Mensuelles (DRM);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;4.00;4.00;32.50;4.00;4.00;32.50;5.00;;DRM;DRM;Actif
15909;SLZ11508;INNODS;Innovation Données Sociales (INNODS);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;4.00;4.00;32.50;4.00;4.00;32.50;5.00;;DRM;DRM;Actif
15910;SLZ11509;DRM;Dispositif Ressources Mensuelles (DRM);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;4.00;4.00;32.50;4.00;4.00;32.50;5.00;;DRM;DRM;Actif
15910;SLZ11509;INNODS;Innovation Données Sociales (INNODS);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;4.00;4.00;32.50;4.00;4.00;32.50;5.00;;DRM;DRM;Actif
15913;SLZ11512;DRM;Dispositif Ressources Mensuelles (DRM);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;4.00;4.00;32.50;4.00;4.00;32.50;5.00;;DRM;DRM;Actif
15913;SLZ11512;INNODS;Innovation Données Sociales (INNODS);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;4.00;4.00;32.50;4.00;4.00;32.50;5.00;;DRM;DRM;Actif
15914;SLZ11513;DRM;Dispositif Ressources Mensuelles (DRM);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;4.00;4.00;32.50;4.00;4.00;32.50;5.00;;DRM;DRM;Actif
15914;SLZ11513;INNODS;Innovation Données Sociales (INNODS);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;4.00;4.00;32.50;4.00;4.00;32.50;5.00;;DRM;DRM;Actif
15936;SLZ11538;MEDIATI_MO;MEDIATION_MO (MEDIATI_MO);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;4.00;6.00;35.00;4.00;6.00;35.00;5.50;;STI_OUTILS_PROD;STI-Outils PROD;Actif
15935;SLZ11539;MEDIATI_MO;MEDIATION_MO (MEDIATI_MO);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;4.00;6.00;35.00;4.00;6.00;35.00;5.50;;STI_OUTILS_PROD;STI-Outils PROD;Actif
15933;SLZ11540;ODSSERVICE;ODSSERVICES (ODSSERVICE);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;8.00;115.00;2.00;8.00;115.00;4.00;;OUTIL_RELATION_CLIENT;Outil relation client;Actif
15934;SLZ11541;ODSSERVICE;ODSSERVICES (ODSSERVICE);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;8.00;115.00;2.00;8.00;115.00;4.00;;OUTIL_RELATION_CLIENT;Outil relation client;Actif
16025;SLZ11631;EOPPSPOR;EOPPS Portail (EOPPSPOR);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;0.50;1.00;8.75;0.50;1.00;8.75;0.75;;EOPPS;EOPPS;Actif
16025;SLZ11631;RFO;RéFérentiel des Organismes (RFO);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;0.50;1.00;8.75;0.50;1.00;8.75;0.75;;RFO;RFO;Actif
16025;SLZ11631;RNCPS;Répertoire National Commun de la Protection Sociale (RNCPS);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;0.50;1.00;8.75;0.50;1.00;8.75;0.75;;RNCPS;RNCPS;Actif
16025;SLZ11631;RNCPSCORFO;RNCPS Consultation RFO (RNCPSCORFO);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;0.50;1.00;8.75;0.50;1.00;8.75;0.75;;RNCPS;RNCPS;Actif
16024;SLZ11632;EOPPSPOR;EOPPS Portail (EOPPSPOR);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;1.00;2.00;17.50;1.00;2.00;17.50;1.50;;EOPPS;EOPPS;Actif
16024;SLZ11632;RFO;RéFérentiel des Organismes (RFO);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;1.00;2.00;17.50;1.00;2.00;17.50;1.50;;RFO;RFO;Actif
16038;SLZ11643;ASPA;ASPA Mayotte (ASPA);VM;LINUX;Redhat_7.9;Hors Prod;VIP;ELECTRUM;4.00;8.00;365.00;4.00;8.00;365.00;6.00;;MAYOTTE;SI Retraite Mayotte;Actif
16055;SLZ11655;EOPPSPOR;EOPPS Portail (EOPPSPOR);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;0.50;1.25;8.75;0.50;1.25;8.75;0.812;;EOPPS;EOPPS;Actif
16055;SLZ11655;RFO;RéFérentiel des Organismes (RFO);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;0.50;1.25;8.75;0.50;1.25;8.75;0.812;;RFO;RFO;Actif
16055;SLZ11655;RNCPS;Répertoire National Commun de la Protection Sociale (RNCPS);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;0.50;1.25;8.75;0.50;1.25;8.75;0.812;;RNCPS;RNCPS;Actif
16055;SLZ11655;RNCPSBATCH;RNCPS gestion des batchs (RNCPSBATCH);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;0.50;1.25;8.75;0.50;1.25;8.75;0.812;;RNCPS;RNCPS;Actif
16054;SLZ11656;EOPPSPOR;EOPPS Portail (EOPPSPOR);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;1.00;2.50;17.50;1.00;2.50;17.50;1.625;;EOPPS;EOPPS;Actif
16054;SLZ11656;RFO;RéFérentiel des Organismes (RFO);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;1.00;2.50;17.50;1.00;2.50;17.50;1.625;;RFO;RFO;Actif
16057;SLZ11657;AUTOMATOR;Automator TI (AUTOMATOR);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;2.00;6.00;155.00;2.00;6.00;155.00;3.50;;STI_OUTILS_PROD;STI-Outils PROD;Actif
16139;SLZ11732;CAPTUREFME;CAPTURE-FME (CAPTUREFME);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;STI_DEMAT;STI-Démat;Actif
16140;SLZ11733;PROJEQTOR;ProjeQtOr (PROJEQTOR);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;2.00;4.00;105.00;2.00;4.00;105.00;3.00;;STI_OUTILS_DEV;STI-Outils DEV;Actif
16141;SLZ11735;SARANAT;SARA-NAT (SARANAT);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;175.00;2.00;4.00;175.00;3.00;;RETRAITE_PAIEMENT;Retraite Paiement;Actif
16142;SLZ11738;SARADAE;SARA NAT DAE (SARADAE);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;145.00;2.00;4.00;145.00;3.00;;RETRAITE_PAIEMENT;Retraite Paiement;Actif
16154;SLZ11746;CORABA;CORABA (CORABA);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;STI_OUTILS_PROD;STI-Outils PROD;Actif
16155;SLZ11747;CORABA;CORABA (CORABA);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;STI_OUTILS_PROD;STI-Outils PROD;Actif
16164;SLZ11756;FICOBARG;Système certifiant CB FICOBA RG (FICOBARG);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;2.00;75.00;2.00;2.00;75.00;2.50;;RETRAITE;Retraite SI historique;Actif
16174;SLZ11759;CORABA;CORABA (CORABA);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;5.00;35.00;2.00;5.00;35.00;3.25;;STI_OUTILS_PROD;STI-Outils PROD;Actif
16175;SLZ11760;CORABA;CORABA (CORABA);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;5.00;35.00;2.00;5.00;35.00;3.25;;STI_OUTILS_PROD;STI-Outils PROD;Actif
16204;SLZ11806;IRIS;Intégration des Référentiels Infra et Services (IRIS);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;STI_OUTILS_PROD;STI-Outils PROD;Actif
16205;SLZ11807;VITAM;Système d’Archivage Electronique VITAM (VITAM);VM;LINUX;Redhat_7.9;Hors Prod;VIP;ELECTRUM;6.00;12.00;145.00;6.00;12.00;145.00;9.00;;STI_DEMAT;STI-Démat;Actif
16267;SLZ11874;EDDSID;EDD SID (EDDSID);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;40.00;4.00;105.00;40.00;4.00;105.00;41.00;;SERVICES_DATA_BRANCHE_RETRAITE;Services Data Branche Retraite;Actif
16266;SLZ11876;DUAPASID;DUAPA SID (DUAPASID);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;115.00;2.00;4.00;115.00;3.00;;SERVICES_DATA_BRANCHE_RETRAITE;Services Data Branche Retraite;Actif
16280;SLZ11890;C360DATA;Data Contacts 360 (C360DATA);VM;LINUX;Redhat_8.8;Hors Prod;VIP;ELECTRUM;4.00;12.00;620.00;4.00;12.00;620.00;7.00;;SERVICES_DATA_BRANCHE_RETRAITE;Services Data Branche Retraite;Actif
16281;SLZ11891;C360DATA;Data Contacts 360 (C360DATA);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;8.00;16.00;565.00;8.00;16.00;565.00;12.00;;SERVICES_DATA_BRANCHE_RETRAITE;Services Data Branche Retraite;Actif
16285;SLZ11898;OMEGA;Outil Métier de Gestion de l'Activité (OMEGA);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;RETRAITE_DROITS;Retraite Droits;Actif
16284;SLZ11899;OMEGA;Outil Métier de Gestion de l'Activité (OMEGA);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;RETRAITE_DROITS;Retraite Droits;Actif
16482;SLZ11924;PEGA-TECH;PEGA socle technique (PEGA-TECH);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;4.00;15.00;55.00;4.00;15.00;55.00;7.75;;RETRAITE_CARRIERE;Retraite Carrière;Actif
16481;SLZ11925;PEGA-TECH;PEGA socle technique (PEGA-TECH);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;4.00;15.00;55.00;4.00;15.00;55.00;7.75;;RETRAITE_CARRIERE;Retraite Carrière;Actif
16483;SLZ11926;PEGA-TECH;PEGA socle technique (PEGA-TECH);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;4.00;15.00;55.00;4.00;15.00;55.00;7.75;;RETRAITE_CARRIERE;Retraite Carrière;Actif
16484;SLZ11927;PEGA-TECH;PEGA socle technique (PEGA-TECH);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;4.00;15.00;55.00;4.00;15.00;55.00;7.75;;RETRAITE_CARRIERE;Retraite Carrière;Actif
16476;SLZ11928;PEGA-TECH;PEGA socle technique (PEGA-TECH);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;115.00;2.00;4.00;115.00;3.00;;RETRAITE_CARRIERE;Retraite Carrière;Actif
16478;SLZ11929;OSV;Outil de Sélection à la Vérification (OSV);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;45.00;2.00;4.00;45.00;3.00;;RETRAITE_DROITS;Retraite Droits;Actif
16479;SLZ11930;OSV;Outil de Sélection à la Vérification (OSV);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;45.00;2.00;4.00;45.00;3.00;;RETRAITE_DROITS;Retraite Droits;Actif
16480;SLZ11933;SYLIQ;Système de Liquidation (SYLIQ);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;RETRAITE_DROITS;Retraite Droits;Actif
16477;SLZ11934;SYLIQ;Système de Liquidation (SYLIQ);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;RETRAITE_DROITS;Retraite Droits;Actif
16502;SLZ11937;OMEGA;Outil Métier de Gestion de l'Activité (OMEGA);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;RETRAITE_DROITS;Retraite Droits;Actif
16503;SLZ11938;OMEGA;Outil Métier de Gestion de l'Activité (OMEGA);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;RETRAITE_DROITS;Retraite Droits;Actif
16504;SLZ11943;OSV;Outil de Sélection à la Vérification (OSV);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;45.00;2.00;4.00;45.00;3.00;;RETRAITE_DROITS;Retraite Droits;Actif
16499;SLZ11944;OSV;Outil de Sélection à la Vérification (OSV);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;45.00;2.00;4.00;45.00;3.00;;RETRAITE_DROITS;Retraite Droits;Actif
16500;SLZ11945;REFDRT;Référentiel des Droits Retraite (REFDRT);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;RETRAITE_DROITS;Retraite Droits;Actif
16501;SLZ11946;REFDRT;Référentiel des Droits Retraite (REFDRT);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;RETRAITE_DROITS;Retraite Droits;Actif
16488;SLZ11950;SYLIQ;Système de Liquidation (SYLIQ);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;75.00;2.00;4.00;75.00;3.00;;RETRAITE_DROITS;Retraite Droits;Actif
16490;SLZ11951;OMEGA;Outil Métier de Gestion de l'Activité (OMEGA);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;75.00;2.00;4.00;75.00;3.00;;RETRAITE_DROITS;Retraite Droits;Actif
16491;SLZ11953;OSV;Outil de Sélection à la Vérification (OSV);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;75.00;2.00;4.00;75.00;3.00;;RETRAITE_DROITS;Retraite Droits;Actif
16492;SLZ11955;REFDRT;Référentiel des Droits Retraite (REFDRT);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;75.00;2.00;4.00;75.00;3.00;;RETRAITE_DROITS;Retraite Droits;Actif
16507;SLZ11959;OR-TECH;OR Technique (OR-TECH);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;0.667;3.00;11.667;0.667;3.00;11.667;1.417;;STI_OUTILS_PROD;STI-Outils PROD;Actif
16507;SLZ11959;WDT;WSDroit (WDT);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;0.667;3.00;11.667;0.667;3.00;11.667;1.417;;RETRAITE_DROITS;Retraite Droits;Actif
16507;SLZ11959;WRP;WSPaiement (WRP);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;0.667;3.00;11.667;0.667;3.00;11.667;1.417;;RETRAITE_PAIEMENT;Retraite Paiement;Actif
16508;SLZ11960;OR-TECH;OR Technique (OR-TECH);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;0.667;3.00;11.667;0.667;3.00;11.667;1.417;;STI_OUTILS_PROD;STI-Outils PROD;Actif
16508;SLZ11960;WDT;WSDroit (WDT);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;0.667;3.00;11.667;0.667;3.00;11.667;1.417;;RETRAITE_DROITS;Retraite Droits;Actif
16508;SLZ11960;WRP;WSPaiement (WRP);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;0.667;3.00;11.667;0.667;3.00;11.667;1.417;;RETRAITE_PAIEMENT;Retraite Paiement;Actif
16509;SLZ11963;SYLIQ;Système de Liquidation (SYLIQ);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;5.00;35.00;2.00;5.00;35.00;3.25;;RETRAITE_DROITS;Retraite Droits;Actif
16510;SLZ11964;SYLIQ;Système de Liquidation (SYLIQ);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;5.00;35.00;2.00;5.00;35.00;3.25;;RETRAITE_DROITS;Retraite Droits;Actif
16516;SLZ11969;ANTARES;Application Nationale des TrAitements Regionaux En action Sociale (ANTARES);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;2.00;6.00;35.00;2.00;6.00;35.00;3.50;;ACTION_SOCIALE;Action Sociale;Actif
16529;SLZ11986;EDDDEMAT;Entrepot de données DEMAT (EDDDEMAT);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;95.00;2.00;4.00;95.00;3.00;;STI_DEMAT;STI-Démat;Actif
16569;SLZ12063;PEGA-TECH;PEGA socle technique (PEGA-TECH);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;105.00;2.00;4.00;105.00;3.00;;RETRAITE_CARRIERE;Retraite Carrière;Actif
16572;SLZ12064;MOCAR;MOteur de CAlcul Retraite (MOCAR);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;RETRAITE_DROITS;Retraite Droits;Actif
16589;SLZ12092;CHATBOT;Aria (CHATBOT);VM;LINUX;CentOS_7.3;Hors Prod;VIP;ELECTRUM;0.80;2.60;5.00;0.80;2.60;5.00;1.45;;PUB;PUB;Actif
16589;SLZ12092;CTC_ENT;CONTACT ENTRANT (CTC_ENT);VM;LINUX;CentOS_7.3;Hors Prod;VIP;ELECTRUM;0.80;2.60;5.00;0.80;2.60;5.00;1.45;;OUTIL_RELATION_CLIENT;Outil relation client;Actif
16589;SLZ12092;CTC_MAIL;Contact Entrant Mail (CTC_MAIL);VM;LINUX;CentOS_7.3;Hors Prod;VIP;ELECTRUM;0.80;2.60;5.00;0.80;2.60;5.00;1.45;;OUTIL_RELATION_CLIENT;Outil relation client;Actif
16589;SLZ12092;PUBPORTAIL;Portail Unique Assuré (Portail PUB) (PUBPORTAIL);VM;LINUX;CentOS_7.3;Hors Prod;VIP;ELECTRUM;0.80;2.60;5.00;0.80;2.60;5.00;1.45;;PUB;PUB;Actif
16589;SLZ12092;PUBSERVICE;Portail de services (PUB) (PUBSERVICE);VM;LINUX;CentOS_7.3;Hors Prod;VIP;ELECTRUM;0.80;2.60;5.00;0.80;2.60;5.00;1.45;;PUB;PUB;Actif
16605;SLZ12099;MOCAR;MOteur de CAlcul Retraite (MOCAR);VM;LINUX;Redhat_8Server;Hors Prod;VIP;ELECTRUM;2.00;2.00;65.00;2.00;2.00;65.00;2.50;;RETRAITE_DROITS;Retraite Droits;Actif
16628;SLZ12128;API-PASS;API-Passerelle (API-PASS);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;2.00;2.00;85.00;2.00;2.00;85.00;2.50;;DGE;DGE;Actif
16647;SLZ12141;API-PASS;API-Passerelle (API-PASS);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;DGE;DGE;Actif
16646;SLZ12150;API-PASS;API-Passerelle (API-PASS);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;2.00;4.00;35.00;2.00;4.00;35.00;3.00;;DGE;DGE;Actif
16661;SLZ12157;LIFA;Liens Familiaux (LIFA);VM;LINUX;Redhat_7.6;Hors Prod;VIP;ELECTRUM;4.00;10.00;35.00;4.00;10.00;35.00;6.50;;SANDIA;SANDIA;Actif
16676;SLZ12174;DEMLTG_SAI;Déclaration des litiges (DEMLTG_SAI);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;1.00;1.00;8.75;1.00;1.00;8.75;1.25;;SANDIA;SANDIA;Actif
16676;SLZ12174;DEMLTG_SUI;Suivi des litiges (DEMLTG_SUI);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;1.00;1.00;8.75;1.00;1.00;8.75;1.25;;SANDIA;SANDIA;Actif
16676;SLZ12174;DOCVERIF;DOCVERIF (DOCVERIF);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;1.00;1.00;8.75;1.00;1.00;8.75;1.25;;OUTIL_RELATION_CLIENT;Outil relation client;Actif
16676;SLZ12174;IMMATSAISI;Immatriculations SANDIA (IMMATSAISI);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;1.00;1.00;8.75;1.00;1.00;8.75;1.25;;SANDIA;SANDIA;Actif
16675;SLZ12175;DEMLTG_SAI;Déclaration des litiges (DEMLTG_SAI);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;1.00;1.00;8.75;1.00;1.00;8.75;1.25;;SANDIA;SANDIA;Actif
16675;SLZ12175;DEMLTG_SUI;Suivi des litiges (DEMLTG_SUI);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;1.00;1.00;8.75;1.00;1.00;8.75;1.25;;SANDIA;SANDIA;Actif
16675;SLZ12175;DOCVERIF;DOCVERIF (DOCVERIF);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;1.00;1.00;8.75;1.00;1.00;8.75;1.25;;OUTIL_RELATION_CLIENT;Outil relation client;Actif
16675;SLZ12175;IMMATSAISI;Immatriculations SANDIA (IMMATSAISI);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;1.00;1.00;8.75;1.00;1.00;8.75;1.25;;SANDIA;SANDIA;Actif
16686;SLZ12177;DEMLTG_SAI;Déclaration des litiges (DEMLTG_SAI);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;0.50;1.00;8.75;0.50;1.00;8.75;0.75;;SANDIA;SANDIA;Actif
16686;SLZ12177;DEMLTG_SUI;Suivi des litiges (DEMLTG_SUI);VM;LINUX;Redhat_8.6;Hors Prod;VIP;ELECTRUM;0.50;1.00;8.75;0.50;1.00;8.75;0.75;;SANDIA;SANDIA;Actif
